Employee_ID,Name,Department,Date_of_Joining,Age,Gender,Salary,Experience_Years,Last_Performance_Score,Attrition,City
1084,Dustin,HR ,2016-01-25,47,Other,111515,9,3.4,No,Hyderabad
1969,Richard,HR,2022-02-18,59,Female,54781,3,3.1,Yes,Chennai
2780,Denise,hr,2020-11-26,55,Other,109016,5,3.9,No,Bangalore
1507,Alicia,HR ,2017-07-10,59,Male,111532,8,4.3,Yes,
2666,Stacie,IT,2020-01-09,49,,54850,5,2.1,No,Chennai
2495,Karen,HR ,2020-11-05,28,Other,42022,5,2.4,No,Mumbai
1931,Kimberly,IT,2018-11-11,51,Other,44246,7,3.3,No,Mumbai
2093,Gregory,Finance,2018-10-22,54,Male,100667,7,3.8,Yes,
2192,Rebekah,IT,2016-11-12,51,,114737,9,2.6,Yes,Chennai
2825,Kaitlyn,HR ,2023-10-21,28,Other,45233,2,3.9,No,Bangalore
1323,Ashley,HR,2023-11-11,33,Female,47265,2,4.4,Yes,Delhi
1268,Morgan,HR,2019-04-16,44,Male,64405,6,2.3,No,Hyderabad
1643,Rachel,HR,2017-04-24,15,Male,33681,8,2.5,No,
1638,Christopher,hr,2024-06-13,59,Female,58222,1,4.2,Yes,
1478,Jason,HR ,2021-03-30,58,Female,92022,4,3.2,Yes,
2968,Cynthia,HR ,2017-02-02,22,Female,47986,8,4.5,Yes,Hyderabad
1313,Pamela,Marketing,2022-05-01,45,Male,73824,3,4.5,No,Hyderabad
1812,Stacey,Finance,2022-03-17,39,,108319,3,4.0,No,
2786,Carol,HR ,2023-06-09,50,Female,116894,2,3.6,Yes,
1887,Regina,Finance,2017-09-21,51,Male,500000,8,2.7,Yes,Delhi
1017,Robert,HR ,2022-11-17,32,,114096,3,2.2,Yes,Chennai
1868,Michelle,Marketing,2022-04-29,32,Female,62249,3,4.9,No,Mumbai
1718,Erin,HR,2015-10-20,50,Female,67108,10,2.3,Yes,Bangalore
2802,Laura,Sales,2018-03-11,53,,102217,7,2.8,No,Mumbai
1778,John,HR,2016-10-10,41,,40451,9,2.2,No,
1730,Christopher,HR,2022-09-30,32,Female,1000000,3,3.8,No,Mumbai
1115,Michelle,hr,2022-07-01,27,Female,500000,3,4.5,No,Mumbai
2505,Michael,hr,2016-08-14,56,Other,45610,9,4.6,Yes,Chennai
1736,Karen,IT,2016-07-24,30,Other,42193,9,3.3,No,Mumbai
1638,Joe,IT,2019-10-04,44,Male,55879,6,3.9,No,Mumbai
1603,Joseph,Marketing,2018-08-14,52,Female,97875,7,4.4,Yes,Chennai
1431,Brian,hr,2024-03-07,50,Female,49898,1,4.7,Yes,Delhi
2726,Stephanie,HR,2018-08-29,49,Other,96184,7,2.3,Yes,Chennai
2819,Michael,IT,2015-12-10,38,Male,79431,10,4.7,Yes,Mumbai
2657,Michele,HR ,2022-11-22,46,Other,83213,3,4.2,Yes,Chennai
1259,Stacy,Finance,2022-11-16,31,,32562,3,2.9,Yes,Chennai
1447,Allison,Marketing,2025-02-14,24,,118342,0,4.9,No,Mumbai
1979,Larry,Finance,2015-10-26,51,,107997,10,4.5,No,Delhi
1139,Diane,Sales,2024-04-08,27,Female,37791,1,4.4,Yes,Bangalore
1381,Margaret,HR,2025-06-02,34,Other,97980,0,3.1,Yes,Mumbai
2655,Aaron,Sales,2016-02-16,40,Other,94529,9,2.9,No,Mumbai
2805,Leslie,Marketing,2019-10-22,58,Male,107983,6,,No,Delhi
1992,Jonathan,Finance,2024-12-29,26,,111878,1,,Yes,Bangalore
1020,Michelle,Marketing,2022-03-12,49,,90007,3,4.5,No,Mumbai
2295,Jerry,IT,2017-06-18,40,Male,109366,8,2.2,Yes,Bangalore
2482,Jason,Sales,2024-03-15,46,Male,36537,1,4.8,No,Hyderabad
1810,Penny,IT,2028-11-15,56,Other,105089,0,3.3,No,Bangalore
1023,Michael,HR ,2018-02-25,59,,44398,7,2.7,Yes,
1426,Melanie,HR ,2019-12-30,34,Other,86966,6,2.5,Yes,
1239,Darlene,Sales,2021-04-02,41,Male,32851,4,4.2,No,Hyderabad
1816,Amanda,Sales,2021-10-09,48,Male,31759,4,4.4,No,Hyderabad
2062,Richard,hr,2023-08-17,51,,108338,2,2.0,No,Delhi
2474,David,Marketing,2021-12-24,52,Male,42056,4,2.1,Yes,Bangalore
1761,Holly,Sales,2025-08-25,28,Other,100029,0,3.9,No,Delhi
2477,Wendy,IT,2023-05-25,52,Male,105717,2,4.1,Yes,Mumbai
2107,Jason,Sales,2019-08-15,27,Male,66082,6,2.6,No,Hyderabad
2031,Stephanie,HR,2021-08-17,51,,37223,4,4.3,Yes,Delhi
2745,Stacey,IT,2022-07-26,58,Male,49548,3,2.5,No,Mumbai
1592,Justin,Finance,2022-08-06,44,Male,90149,3,3.7,Yes,Chennai
1138,Timothy,Sales,2019-01-19,50,,35338,6,3.2,No,Delhi
1533,Adam,hr,2021-11-25,50,,113005,4,3.1,No,Mumbai
2157,Janet,IT,2023-08-07,31,Male,37140,2,4.5,No,Delhi
1856,Steven,hr,2022-08-03,40,Male,75914,3,3.7,No,Bangalore
1419,Devin,HR,2022-05-22,33,,69724,3,4.3,Yes,
1558,Sarah,HR ,2022-07-20,59,,106064,3,4.8,No,Chennai
1952,Ellen,Sales,2019-12-29,57,Male,95317,6,2.5,Yes,Chennai
1658,Diana,Finance,2023-05-23,42,Male,67888,2,4.2,No,Mumbai
1730,Shannon,IT,2017-10-15,59,,111831,8,4.2,Yes,Hyderabad
2908,Martha,IT,2022-04-01,52,Female,119903,3,4.1,No,Hyderabad
1387,Nicholas,HR ,2025-05-07,37,Female,46947,0,4.2,Yes,Chennai
1658,Julie,Finance,2016-07-07,15,,112780,9,4.7,No,Chennai
1157,Kristen,Marketing,2024-05-27,44,Male,102988,1,4.6,Yes,Chennai
1656,Jacob,HR,2026-10-17,36,Male,52865,0,3.0,Yes,Chennai
1044,Christina,IT,2024-03-12,42,Female,68008,1,3.1,Yes,Hyderabad
1839,Rebecca,HR ,2018-07-18,25,Female,83991,7,4.4,Yes,Chennai
1775,Carla,HR,2024-11-19,45,,52197,1,3.7,Yes,Bangalore
1059,Robert,hr,2022-08-08,46,Other,47347,3,3.5,No,Delhi
1965,Andrew,IT,2018-03-17,30,Male,52784,7,4.1,No,Hyderabad
1683,Isaiah,Sales,2018-12-03,53,Male,500000,7,3.4,No,
2691,Tony,HR,2024-12-11,51,Female,76747,1,4.8,No,Mumbai
2490,Joseph,IT,2018-04-09,31,Male,48447,7,3.3,No,
1263,Caroline,IT,2017-11-24,41,Other,104206,8,,No,Mumbai
2947,Heather,hr,2015-10-26,43,,87450,10,3.4,No,Bangalore
2998,Gwendolyn,Marketing,2016-11-20,26,Other,56852,9,3.3,Yes,Hyderabad
1483,Taylor,IT,2018-11-28,47,Other,69505,7,3.4,No,
2567,Sylvia,Marketing,2018-10-19,31,,30076,7,3.9,No,Chennai
2401,Heather,IT,2025-08-23,31,Female,44966,0,2.8,Yes,
1420,Jessica,IT,2023-02-18,48,,109753,2,2.8,No,Chennai
1001,Thomas,Sales,2023-04-14,25,Other,103191,2,,No,Chennai
1692,Matthew,Sales,2018-04-25,24,,33360,7,4.5,No,Mumbai
1353,Timothy,IT,2023-04-23,100,Male,1000000,2,3.0,No,Bangalore
2794,Terri,HR ,2025-06-04,32,Female,68717,0,2.1,No,Hyderabad
1870,Mia,hr,2022-12-22,23,Female,54466,3,2.9,No,Chennai
1065,Vickie,IT,2020-11-03,100,Female,104205,5,2.0,No,Hyderabad
2219,Victoria,hr,2023-01-09,55,Female,102003,2,4.2,Yes,Delhi
1920,Charles,Finance,2025-01-28,39,,101859,0,2.1,No,Bangalore
2675,Audrey,Sales,2016-10-22,37,Other,85664,9,2.5,Yes,Bangalore
1261,Heather,hr,2023-10-27,36,Male,104612,2,4.4,Yes,Mumbai
2278,Jason,Finance,2022-08-16,41,Male,101664,3,3.2,Yes,Mumbai
2501,Timothy,Sales,2016-11-16,54,Other,73758,9,3.5,No,Mumbai
1062,Howard,Marketing,2016-08-17,30,Female,31499,9,5.0,Yes,Chennai
1700,Jeffrey,HR ,2025-06-05,30,Female,85107,0,4.5,Yes,Delhi
2752,Kathleen,HR,2016-05-17,58,Male,112764,9,2.6,Yes,Delhi
1812,Brandon,Sales,2024-06-26,25,,60108,1,2.8,Yes,
2429,Alyssa,hr,2016-09-11,37,,102447,9,3.3,No,Mumbai
2690,Matthew,Finance,2020-04-25,50,Female,49666,5,4.5,No,Chennai
2972,Michael,Finance,2016-06-16,22,Other,104092,9,2.8,Yes,Delhi
2417,Brandon,Sales,2019-10-02,47,Other,49529,6,3.2,No,Hyderabad
1854,Jeremy,Marketing,2025-08-10,50,,48988,0,3.3,No,Delhi
1975,Tyler,IT,2021-08-07,30,Male,33801,4,4.7,Yes,Chennai
2426,Arthur,HR ,2020-03-05,28,,500000,5,4.9,Yes,Hyderabad
1563,Ryan,Marketing,2020-07-05,47,Male,106642,5,4.1,Yes,Chennai
1145,Chad,IT,2017-04-10,42,Other,91265,8,4.1,Yes,Hyderabad
1957,Tammy,HR,2024-08-27,43,Female,82787,1,3.3,No,Mumbai
1320,Leslie,Sales,2018-05-28,34,Male,35398,7,2.7,No,Bangalore
2844,Alexander,IT,2016-03-18,52,Female,94210,9,4.1,Yes,Bangalore
2511,Seth,Sales,2025-08-30,43,,111158,0,3.7,No,Chennai
2599,Heather,Finance,2021-07-08,26,,97919,4,2.4,No,Delhi
2298,Jeffrey,HR ,2016-07-17,47,,70435,9,3.9,No,Chennai
2915,Julia,HR ,2023-01-05,26,Other,115663,2,2.2,Yes,
1662,Joel,IT,2025-08-26,43,,31298,0,,Yes,Mumbai
1995,Sara,HR ,2016-07-20,30,Other,60691,9,2.7,No,Bangalore
2851,Melinda,hr,2018-08-26,48,,38387,7,3.2,Yes,Hyderabad
1948,James,IT,2021-12-10,37,,68439,4,2.3,No,
1875,Robert,hr,2025-03-27,29,Female,57952,0,2.3,No,Chennai
2692,Kathy,HR,2021-03-06,31,Female,41435,4,4.4,No,
1818,Luis,hr,2016-08-02,33,Other,40673,9,3.7,No,
1877,John,IT,2024-06-15,33,Male,118829,1,4.5,No,Mumbai
2363,Leslie,IT,2020-07-01,43,Male,48851,5,3.0,No,Bangalore
2884,Robert,HR,2018-10-07,49,Female,79349,7,2.8,Yes,Delhi
1889,Benjamin,hr,2020-11-12,55,Male,51405,5,4.5,Yes,
2771,Marissa,hr,2016-04-08,51,Other,91013,9,2.9,Yes,Bangalore
2779,Mark,Marketing,2025-09-24,25,,116367,0,2.4,No,Hyderabad
2025,Lisa,IT,2025-03-27,25,Female,99636,0,4.3,No,Bangalore
2878,Madeline,IT,2022-05-15,30,Other,48593,3,4.0,No,Mumbai
2774,Adam,Marketing,2017-09-05,45,Male,41693,8,4.8,Yes,Bangalore
2807,Carla,Finance,2022-05-14,34,Male,64857,3,4.9,No,Mumbai
2150,Jacob,Sales,2022-04-29,49,Male,36951,3,4.6,No,Hyderabad
2388,Sara,IT,2022-11-18,54,Female,48178,3,4.0,Yes,Hyderabad
1428,Bradley,hr,2020-11-22,48,,49175,5,4.8,Yes,Chennai
1757,Douglas,Finance,2022-08-06,36,Other,98077,3,3.8,Yes,Bangalore
2309,Robin,HR ,2022-11-22,55,Male,91013,3,4.3,Yes,Delhi
2464,Nicole,hr,2019-07-22,15,Female,58682,6,4.6,Yes,Chennai
2641,Todd,hr,2023-10-09,24,,78616,2,3.7,Yes,Delhi
2988,Stephanie,Finance,2020-01-29,51,Other,42438,5,2.2,No,Mumbai
1451,Michelle,Finance,2017-08-19,57,Other,48201,8,2.7,No,Hyderabad
1479,Brianna,HR ,2024-09-06,32,Other,36271,1,4.9,Yes,Bangalore
2147,Matthew,Finance,2017-03-09,30,Male,33081,8,3.5,Yes,Hyderabad
1132,Marcus,hr,2025-03-16,26,Female,86532,0,3.5,Yes,Delhi
2755,Shawn,HR ,2016-12-08,45,,84872,9,4.8,Yes,Chennai
1805,David,HR,2024-08-26,35,,86756,1,2.3,Yes,Hyderabad
1494,Johnathan,IT,2016-02-23,29,,101984,9,2.2,No,Bangalore
2975,Brett,Marketing,2020-10-11,35,Male,83278,5,2.9,Yes,
1170,Rebecca,Marketing,2019-07-17,22,Male,40929,6,2.1,Yes,Mumbai
1108,Daniel,IT,2025-02-25,59,Other,59890,0,2.5,No,
2090,Katherine,HR ,2019-10-22,31,,53007,6,2.8,Yes,Hyderabad
2995,Bonnie,IT,2025-02-10,40,Female,40822,0,,No,Hyderabad
1487,Amy,HR ,2016-10-05,37,Male,71892,9,3.4,No,Delhi
1381,Stacey,Finance,2025-07-28,44,Male,94481,0,,No,Chennai
2997,Rodney,Finance,2015-12-28,58,Female,35758,10,2.3,No,Delhi
2563,Tyler,Marketing,2019-04-08,49,Male,42850,6,3.2,No,Mumbai
1451,Brian,Finance,2024-09-05,26,Male,100577,1,3.3,No,
2347,Cassandra,hr,2016-06-26,26,Other,47878,9,2.3,Yes,Hyderabad
1314,James,Finance,2020-12-31,41,Female,82449,5,2.7,No,Hyderabad
2650,Sarah,HR,2020-01-27,32,Other,118514,5,4.0,No,Bangalore
2111,Anthony,hr,2019-01-04,53,Other,115402,6,3.6,No,Delhi
2683,Christopher,HR,2027-04-13,25,,37979,0,4.1,Yes,Delhi
2967,Alexandria,Marketing,2015-12-08,39,Male,101681,10,2.2,Yes,Bangalore
2000,Stephen,Marketing,2019-10-31,23,Other,95572,6,3.7,Yes,Mumbai
2608,Timothy,HR ,2021-07-25,27,Male,60671,4,4.8,No,
1605,Richard,Sales,2021-09-15,47,Other,108891,4,3.4,No,Mumbai
2521,Jose,HR,2020-05-17,30,,50074,5,4.0,No,Bangalore
1190,John,HR ,2019-12-01,29,Male,72228,6,3.1,Yes,Mumbai
1755,Darrell,HR ,2019-11-07,46,Female,58086,6,4.2,No,Chennai
1712,Timothy,HR,2019-11-09,32,,57061,6,4.7,No,Delhi
1025,Daniel,Finance,2022-06-03,31,,101845,3,2.9,No,Delhi
1977,Franklin,Marketing,2016-01-12,34,Male,90128,9,4.2,Yes,Delhi
1422,David,hr,2025-01-06,49,,82174,0,2.5,Yes,Hyderabad
1350,Deanna,hr,2019-12-14,26,Male,39696,6,4.9,Yes,Mumbai
2947,Jason,Finance,2024-04-29,28,Other,112409,1,2.4,Yes,Bangalore
1627,Diana,hr,2017-12-07,57,,64090,8,4.4,Yes,Chennai
1583,Ronald,HR,2019-10-24,26,,34027,6,4.2,No,Delhi
2631,Travis,IT,2024-03-03,38,Female,105159,1,4.2,No,Delhi
1965,Monica,IT,2017-10-28,46,Other,99971,8,2.7,No,
1492,Sue,IT,2020-06-30,53,,66187,5,3.5,No,
2262,Amanda,Finance,2017-06-02,25,Other,85222,8,4.6,Yes,Mumbai
2619,Cody,HR ,2018-04-30,49,Female,31531,7,3.8,Yes,Mumbai
1571,Suzanne,Marketing,2023-02-02,48,,46925,2,2.9,No,Chennai
2483,Ruth,HR ,2016-02-08,53,Male,39144,9,2.3,Yes,Hyderabad
2557,Samantha,HR,2019-12-26,49,Other,97337,6,5.0,No,Delhi
1834,Brian,HR ,2023-11-15,57,,69959,2,3.6,Yes,Hyderabad
1113,Mikayla,hr,2024-04-01,30,,66036,1,3.2,Yes,
2039,Derrick,Sales,2019-08-28,55,Male,40345,6,4.4,Yes,Hyderabad
2775,Kim,HR ,2022-05-13,50,Female,93211,3,4.7,No,
1822,Jennifer,Finance,2023-02-01,22,,32317,2,4.7,No,Hyderabad
2807,John,hr,2023-10-03,47,Female,43861,2,,Yes,Chennai
1323,Jennifer,HR,2019-01-17,27,,34373,6,4.4,Yes,Delhi
2175,Noah,HR ,2021-05-10,58,Other,80759,4,4.5,No,Chennai
2996,Jasmine,HR ,2015-10-20,55,Other,89731,10,2.7,No,Mumbai
2205,Tonya,Marketing,2021-03-10,35,Male,117966,4,,No,Delhi
2497,Miranda,Finance,2024-01-16,41,Other,94697,1,4.8,No,Chennai
1085,Patricia,HR,2024-04-03,56,,114973,1,5.0,Yes,Bangalore
1975,Dustin,Finance,2016-04-24,40,Other,117705,9,3.1,No,
1244,Monica,HR,2024-05-23,38,,46451,1,4.9,Yes,Delhi
1212,Todd,Sales,2016-08-11,100,,87069,9,3.0,No,Mumbai
2004,Catherine,HR,2022-01-04,32,Other,90561,3,,No,Hyderabad
1880,Alexandra,hr,2018-08-01,41,Female,41758,7,5.0,Yes,
1830,Kelli,HR,2016-06-17,29,Male,30031,9,2.6,No,Chennai
2388,Angela,hr,2023-08-31,39,Male,92636,2,2.7,Yes,Chennai
1990,Tina,Finance,2021-01-08,22,Female,75412,4,2.5,No,Hyderabad
1901,Virginia,Marketing,2018-02-18,39,Female,31760,7,4.7,Yes,Bangalore
1148,Kristy,hr,2016-08-25,42,Female,107863,9,4.8,Yes,Chennai
1700,Kenneth,HR ,2022-04-16,37,Female,58371,3,4.6,Yes,
1835,Bonnie,Finance,2017-02-12,49,,56254,8,2.2,No,Bangalore
2458,Barbara,Sales,2023-01-09,27,Male,59160,2,4.2,No,Hyderabad
2010,Dennis,HR,2024-09-06,55,Other,85102,1,2.1,No,
2248,Jennifer,HR ,2021-01-11,45,Male,111716,4,4.1,No,Delhi
1810,Brandon,Finance,2021-04-05,49,Female,49699,4,,Yes,
1506,James,HR,2021-08-28,34,Male,77466,4,3.0,Yes,Hyderabad
2367,Lisa,Marketing,2019-12-19,33,Other,66403,6,3.1,No,Mumbai
2233,Lisa,Finance,2024-06-28,43,Male,76843,1,4.6,Yes,Bangalore
2287,Patricia,HR,2022-01-21,25,Male,71164,3,4.4,Yes,Bangalore
2516,Robert,IT,2023-03-13,31,,500000,2,4.3,No,Bangalore
1554,Thomas,Sales,2016-08-01,28,Female,111610,9,2.3,Yes,Delhi
2095,Heidi,HR,2020-08-30,47,Male,116658,5,2.6,No,Mumbai
1923,Audrey,Sales,2017-11-27,58,Female,85761,8,4.6,Yes,
2520,Jose,hr,2019-06-27,59,,71835,6,3.5,Yes,Chennai
1303,David,Finance,2025-03-25,36,Other,45654,0,4.4,Yes,Chennai
1421,Jessica,Finance,2017-07-06,56,Male,107381,8,4.8,Yes,Mumbai
1624,Richard,Sales,2025-06-06,39,Other,113437,0,4.6,Yes,Delhi
2368,Melissa,Finance,2019-04-23,32,Female,58654,6,3.3,Yes,Delhi
1237,Douglas,Sales,2022-04-04,42,Male,70074,3,2.3,Yes,Delhi
1820,Ryan,IT,2021-09-28,27,Male,43560,4,2.7,Yes,Hyderabad
1986,Jake,HR,2015-11-01,58,Male,65223,10,2.4,Yes,
2098,Margaret,HR,2024-08-13,37,,48704,1,3.4,No,
2480,Jennifer,Marketing,2024-06-08,34,,58193,1,3.4,No,Hyderabad
1006,Yesenia,IT,2023-01-05,45,Male,56697,2,4.8,No,Delhi
2586,Cynthia,hr,2017-12-17,50,,61663,8,2.8,Yes,
2778,Gerald,Finance,2022-11-29,42,Male,49560,3,4.7,Yes,
1421,Justin,HR,2021-01-27,51,Other,106029,4,3.8,No,
1993,Brian,Finance,2023-08-06,29,,62374,2,3.8,No,Hyderabad
2051,Shannon,Sales,2023-10-12,51,Male,56428,2,4.9,Yes,Bangalore
1941,James,IT,2016-12-22,53,,85072,9,,Yes,Bangalore
2972,Brian,IT,2017-09-27,26,Other,93530,8,4.0,No,Bangalore
1625,Elizabeth,Finance,2018-07-16,22,Male,97333,7,3.9,Yes,Bangalore
1099,Caitlyn,HR ,2023-02-09,39,,76111,2,4.9,Yes,Bangalore
1164,Carrie,Marketing,2027-10-05,46,Other,103668,0,3.6,Yes,Hyderabad
1136,Robin,Finance,2023-07-17,51,Male,74349,2,2.6,No,Bangalore
2097,Kristin,Sales,2025-05-05,50,,90183,0,4.8,No,Hyderabad
2634,William,IT,2025-01-30,38,Other,99303,0,4.3,Yes,
1706,Jay,hr,2023-11-08,59,Male,113628,2,2.9,No,Delhi
1076,Christopher,Sales,2020-12-25,39,Female,55114,5,4.8,Yes,Hyderabad
1755,Travis,HR,2019-09-29,32,,87634,6,2.4,Yes,Mumbai
2214,Kristina,hr,2017-05-01,29,Female,52586,8,3.5,Yes,Delhi
1840,Jessica,IT,2017-06-28,34,Other,113836,8,,Yes,Mumbai
1729,Cindy,IT,2018-03-27,57,Female,53373,7,3.6,Yes,Chennai
1149,Alexandra,Marketing,2016-11-04,23,,115439,9,4.7,No,Hyderabad
2036,Lisa,HR ,2020-01-05,32,Male,47167,5,4.1,No,Bangalore
1179,Tonya,IT,2022-01-27,30,Female,45726,3,3.4,No,Mumbai
2865,Kayla,HR ,2020-09-05,58,Other,50061,5,4.4,Yes,Delhi
1074,Barbara,hr,2017-02-05,28,Male,74997,8,3.4,Yes,Hyderabad
2493,Christine,HR,2019-01-09,36,Female,104259,6,3.5,No,Mumbai
1390,Catherine,Sales,2022-07-29,57,Other,78362,3,2.0,No,Delhi
2374,Tracy,HR ,2029-02-19,37,Female,93463,0,5.0,Yes,Delhi
2794,Derek,Finance,2015-10-27,35,Male,50567,10,2.5,Yes,Delhi
2320,Brad,Sales,2020-03-15,46,Female,37881,5,3.8,No,Bangalore
1913,Christopher,Finance,2025-01-05,26,Other,30726,0,3.7,No,Delhi
2564,Larry,Marketing,2017-12-26,26,Male,48614,8,3.2,No,Mumbai
2631,Tina,HR,2022-12-17,32,Male,97232,3,2.8,Yes,Hyderabad
1555,Mark,IT,2024-06-12,26,Other,64671,1,2.4,No,
2585,John,HR,2025-07-11,52,Other,77077,0,3.0,Yes,Chennai
1947,Kelsey,HR ,2021-04-24,49,Female,45381,4,3.7,Yes,
1561,Scott,Sales,2020-06-12,43,Female,54333,5,2.4,No,Hyderabad
2202,Stephen,IT,2020-05-20,36,Other,73166,5,2.5,Yes,
2867,Steven,hr,2022-03-11,58,Female,101446,3,2.7,No,
2880,Tara,HR ,2017-03-01,33,Other,113949,8,3.8,Yes,Bangalore
2970,Calvin,Sales,2018-10-21,50,Other,42574,7,3.4,Yes,Chennai
1202,Randy,Sales,2023-04-22,43,Female,54675,2,4.3,Yes,Hyderabad
2701,Russell,hr,2022-08-22,46,Other,91096,3,2.6,No,Hyderabad
1875,Robert,hr,2025-03-27,29,Female,57952,0,2.3,No,Chennai
1454,Robin,IT,2022-11-26,42,Other,98252,3,4.2,Yes,Hyderabad
1142,Shirley,Sales,2020-06-22,25,Male,91551,5,2.4,No,Delhi
1480,Nicholas,Sales,2018-08-01,27,Other,92196,7,2.9,Yes,Chennai
1171,Matthew,IT,2020-09-20,30,Other,54478,5,2.5,No,
2387,Diana,hr,2030-07-14,46,Other,40193,0,4.8,No,Bangalore
1889,Bryan,HR,2017-01-02,36,Female,90134,8,3.4,Yes,Bangalore
2332,Paula,HR ,2016-11-12,43,Female,99214,9,4.0,No,Bangalore
2415,Heather,hr,2017-10-30,55,Female,108210,8,2.4,Yes,Delhi
1687,Gregory,HR ,2017-08-31,56,,48088,8,3.7,Yes,Mumbai
2109,Evan,hr,2018-02-25,34,Other,49369,7,4.2,Yes,Delhi
2016,Sarah,Marketing,2021-01-23,45,Other,36902,4,2.3,No,Hyderabad
1793,Meghan,Sales,2017-08-12,51,Female,500000,8,,Yes,Mumbai
1647,Joann,HR,2023-03-06,39,Female,115725,2,2.1,Yes,Mumbai
2084,James,hr,2017-04-17,29,Male,103406,8,2.9,No,Chennai
1827,Lisa,Sales,2025-07-04,57,Female,58604,0,4.8,Yes,
2068,Scott,hr,2021-12-16,42,Male,87734,4,5.0,No,Chennai
1857,Sean,Sales,2018-01-24,51,Other,110817,7,4.8,No,Mumbai
2630,Michelle,Marketing,2018-12-01,48,,80840,7,3.5,No,Mumbai
1173,Dennis,Finance,2022-05-10,44,Other,101961,3,3.8,No,Mumbai
1909,Linda,HR ,2016-09-25,40,Male,80517,9,5.0,Yes,Hyderabad
2055,Jonathan,Sales,2022-06-07,49,Male,119999,3,3.2,No,
1831,Dylan,HR ,2018-07-12,32,Female,61189,7,5.0,Yes,Chennai
2159,Melanie,Sales,2024-10-16,30,,105048,1,3.2,No,Bangalore
2300,Melissa,IT,2024-04-18,24,Male,95563,1,,Yes,Chennai
1305,Deanna,HR ,2024-11-12,31,,108864,1,3.0,No,Mumbai
2803,Melissa,Marketing,2018-03-18,58,,62785,7,3.1,No,Mumbai
2896,Jeremy,HR,2025-07-29,33,Other,117143,0,2.8,No,Mumbai
1277,Beth,Finance,2017-01-08,44,,49361,8,3.4,Yes,
